ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,Prepared,10/1/2011
7,Culpeper District,023,Culpeper County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,932,0.00%,0.00%,,,,162,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,094,0.00%,,
7,Culpeper District,023,Culpeper County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,313,0.00%,0.00%,,,,12,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,0.00%,,
7,Culpeper District,023,Culpeper County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,372,0.00%,0.00%,,,,85,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,0.00%,,
7,Culpeper District,023,Culpeper County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,625,0.00%,0.00%,,,,296,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,0.00%,,
7,Culpeper District,023,Culpeper County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,69,0.00%,0.00%,,,,7,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0.00%,,
7,Culpeper District,023,Culpeper County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
7,Culpeper District,023,Culpeper County,7,Rural Major Collector,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,023,Culpeper County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,01,Motorcycles,              ,53,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,02,Passenger Cars,              ,9,423,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,423,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,3,539,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,539,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,04,Busses,              ,115,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,109,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,152,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,108,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,36,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,13,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
7,Culpeper District,023,Culpeper County,8,Rural Minor Collector,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,01,Motorcycles,              ,16,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,02,Passenger Cars,              ,149,581,0.37%,0.07%,,,,777,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,358,0.07%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,3,590,0.01%,0.00%,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,592,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,04,Busses,              ,169,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,119,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,68,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,16,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,31,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,09,Five Axle Single Trailers,              ,24,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,9,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,023,Culpeper County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,,,,,,,29,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,3,429,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,429,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,1,366,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,366,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,04,Busses,              ,,,,,,,29,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,70,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,60,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,14,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,27,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,167,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,8,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.00%,,
7,Culpeper District,023,Culpeper County,14,Urban Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,01,Motorcycles,              ,,,,,,,17,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,02,Passenger Cars,              ,,,,,,,3,706,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,706,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,1,012,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,012,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,04,Busses,              ,,,,,,,17,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,38,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,10,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,18,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,023,Culpeper County,16,Urban Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,023,Culpeper County Total:,,,,,,275,709,0.68%,0.12%,,,,891,321,1.30%,0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,167,030,0.52%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,01,Motorcycles,              ,,,,,,,,,,,,,1,835,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,835,0.00%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,02,Passenger Cars,              ,,,,,,,,,,,,,604,915,0.91%,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,915,0.27%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,161,123,0.24%,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,123,0.07%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,04,Busses,              ,,,,,,,,,,,,,4,686,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,686,0.00%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,5,887,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,887,0.00%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,3,387,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,387,0.00%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,795,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,0.00%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,3,173,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,173,0.00%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,74,607,0.11%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,607,0.03%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,1,051,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,051,0.00%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,2,555,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,555,0.00%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,531,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,0.00%,,
7,Culpeper District,030,Fauquier County,1,Rural Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,3,552,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,552,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,733,360,1.07%,0.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,360,0.33%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,211,260,0.31%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,260,0.09%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,6,360,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,360,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,9,877,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,877,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,5,952,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,952,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,2,104,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,104,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,5,352,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,352,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,77,636,0.11%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,636,0.03%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,1,710,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,710,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,4,169,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,169,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,797,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,0.00%,,
7,Culpeper District,030,Fauquier County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,990,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,155,001,0.23%,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,0.07%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,61,630,0.09%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,630,0.03%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,968,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,210,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,210,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,2,316,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,316,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,1,145,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,145,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,726,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,4,363,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,363,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,455,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,153,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,12,Six Axle Multi-Trailers,              ,,,,,,,6,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.00%,,
7,Culpeper District,030,Fauquier County,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,01,Motorcycles,              ,1,731,0.00%,0.00%,,,,543,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,274,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,02,Passenger Cars,              ,162,446,0.40%,0.07%,,,,44,011,0.06%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,457,0.09%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,69,532,0.17%,0.03%,,,,16,791,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,322,0.04%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,04,Busses,              ,1,073,0.00%,0.00%,,,,185,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,258,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,2,485,0.01%,0.00%,,,,589,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,074,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,1,811,0.00%,0.00%,,,,436,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,247,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,1,007,0.00%,0.00%,,,,359,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,366,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,553,0.00%,0.00%,,,,153,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,875,0.00%,0.00%,,,,401,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,276,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,118,0.00%,0.00%,,,,18,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,11,0.00%,0.00%,,,,9,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,12,Six Axle Multi-Trailers,              ,2,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
7,Culpeper District,030,Fauquier County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,01,Motorcycles,              ,482,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,0.00%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,02,Passenger Cars,              ,41,940,0.10%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,940,0.02%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,18,017,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,017,0.01%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,04,Busses,              ,253,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,0.00%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,564,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,0.00%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,385,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,0.00%,,
